"Cluster","Metabolite","Formula","Super_Class","Class","Sub_Class","HMDB","pct.1","pct.2","avg_log2FC","p_val","p_val_adj"
"心室肌肉1 Ventricular Muscle1","Curcumin II","C22H22O5","Benzenoids","Phenols","Methoxyphenols","HMDB0039610",28.8795753003632,29.3096507852557,-0.0036798521113518,0.0254367985880615,1
"心室肌肉1 Ventricular Muscle1","Diethylenetriaminetetraacetic acid","C12H21N3O8","Organic acids and derivatives","Carboxylic acids and derivatives","Tetracarboxylic acids and derivatives","HMDB0251248",61.2247690069467,56.3142198128315,0.0210922011109402,0.000240376114409889,1
"心室肌肉1 Ventricular Muscle1","Dihydropteridine","C6H6N4","Organoheterocyclic compounds","Pteridines and derivatives",NA,"HMDB0001441",80.989873881165,77.9473166145122,0.00147946850049879,0.67591644445349,1
"心室肌肉1 Ventricular Muscle1","Eliprodil","C20H23ClFNO","Organoheterocyclic compounds","Piperidines","Benzylpiperidines","HMDB0251748",29.5372431135648,29.6807557259759,-0.00391027772892522,0.0399597086897346,1
"心室肌肉1 Ventricular Muscle1","Etoprine","C12H12Cl2N4","Benzenoids","Benzene and substituted derivatives","Halobenzenes","HMDB0252116",87.1285564258943,85.3294548018864,0.00159332366134535,0.000239275425723701,1
"心室肌肉1 Ventricular Muscle1","Gemcitabine","C9H11F2N3O4","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Pyrimidine 2'-deoxyribonucleosides","HMDB0014584",26.2523725563874,25.6276903639062,-0.00777961120734227,0.0694007405566824,1
"心室肌肉1 Ventricular Muscle1","Glutathione Reduced","C10H17N3O6S","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","HMDB0000125",99.9815012862387,99.9165528082625,-0.0204265555040248,0.00183417862098732,1
"心室肌肉1 Ventricular Muscle1","Glycyrrhizin","C42H62O16","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","HMDB0029843",49.6447668873024,48.4713591020612,0.00419551315670696,0.00043255268337297,1
"心室肌肉1 Ventricular Muscle1","Imidazole Propionate","C6H8N2O2","Organoheterocyclic compounds","Azoles","Imidazoles","HMDB0002271",97.441011263019,95.1086429547358,0.0214521412672461,0.0303467045875608,1
"心室肌肉1 Ventricular Muscle1","Leucylphenylalanine","C15H22N2O3","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","HMDB0013243",87.5461263500689,85.7416956821955,0.000836783494830184,0.000440475819869294,1
